County,State,"County, State",CountyID,Income_2019,Income_2020
Gilmer,Georgia,"Gilmer, Georgia",13123,"35,979","37,542"
Glascock,Georgia,"Glascock, Georgia",13125,"34,576","36,615"
Glynn,Georgia,"Glynn, Georgia",13127,"47,795","50,480"
Gordon,Georgia,"Gordon, Georgia",13129,"35,882","37,759"
Grady,Georgia,"Grady, Georgia",13131,"35,195","37,725"
Greene,Georgia,"Greene, Georgia",13133,"60,578","61,326"
Gwinnett,Georgia,"Gwinnett, Georgia",13135,"43,573","46,886"
Habersham,Georgia,"Habersham, Georgia",13137,"35,006","36,691"
Hall,Georgia,"Hall, Georgia",13139,"46,409","48,759"
Hancock,Georgia,"Hancock, Georgia",13141,"30,931","33,557"
Haralson,Georgia,"Haralson, Georgia",13143,"37,319","39,401"
Harris,Georgia,"Harris, Georgia",13145,"49,048","51,168"
Hart,Georgia,"Hart, Georgia",13147,"37,980","39,402"
Heard,Georgia,"Heard, Georgia",13149,"32,162","34,362"
Henry,Georgia,"Henry, Georgia",13151,"40,305","43,812"
Houston,Georgia,"Houston, Georgia",13153,"43,847","46,579"
Irwin,Georgia,"Irwin, Georgia",13155,"34,748","38,364"
Jackson,Georgia,"Jackson, Georgia",13157,"42,927","45,099"
Jasper,Georgia,"Jasper, Georgia",13159,"38,411","40,541"
Jeff Davis,Georgia,"Jeff Davis, Georgia",13161,"31,948","34,341"
Jefferson,Georgia,"Jefferson, Georgia",13163,"34,766","39,544"
Jenkins,Georgia,"Jenkins, Georgia",13165,"30,524","33,497"
Johnson,Georgia,"Johnson, Georgia",13167,"25,343","27,965"
Jones,Georgia,"Jones, Georgia",13169,"38,843","41,436"
Lamar,Georgia,"Lamar, Georgia",13171,"34,457","37,303"
Lanier,Georgia,"Lanier, Georgia",13173,"28,598","31,021"
Laurens,Georgia,"Laurens, Georgia",13175,"38,249","41,650"
Lee,Georgia,"Lee, Georgia",13177,"47,926","51,908"
Liberty,Georgia,"Liberty, Georgia",13179,"36,969","40,087"
Lincoln,Georgia,"Lincoln, Georgia",13181,"37,797","40,424"
Long,Georgia,"Long, Georgia",13183,"28,002","29,738"
Lowndes,Georgia,"Lowndes, Georgia",13185,"38,136","41,117"
Lumpkin,Georgia,"Lumpkin, Georgia",13187,"39,041","41,181"
McDuffie,Georgia,"McDuffie, Georgia",13189,"37,740","41,111"
McIntosh,Georgia,"McIntosh, Georgia",13191,"31,770","34,500"
Macon,Georgia,"Macon, Georgia",13193,"31,843","33,955"
Madison,Georgia,"Madison, Georgia",13195,"37,625","38,890"
Marion,Georgia,"Marion, Georgia",13197,"29,832","31,621"
Meriwether,Georgia,"Meriwether, Georgia",13199,"35,604","39,121"
Miller,Georgia,"Miller, Georgia",13201,"46,158","49,844"
Mitchell,Georgia,"Mitchell, Georgia",13205,"36,448","39,711"
Monroe,Georgia,"Monroe, Georgia",13207,"46,580","48,985"
Montgomery,Georgia,"Montgomery, Georgia",13209,"30,196","34,061"
Morgan,Georgia,"Morgan, Georgia",13211,"52,550","55,032"
Murray,Georgia,"Murray, Georgia",13213,"31,148","33,841"
Muscogee,Georgia,"Muscogee, Georgia",13215,"44,896","48,080"
Newton,Georgia,"Newton, Georgia",13217,"34,829","38,256"
Oconee,Georgia,"Oconee, Georgia",13219,"71,604","71,768"
Oglethorpe,Georgia,"Oglethorpe, Georgia",13221,"37,243","38,236"
Paulding,Georgia,"Paulding, Georgia",13223,"39,309","42,595"
Peach,Georgia,"Peach, Georgia",13225,"38,915","41,931"
Pickens,Georgia,"Pickens, Georgia",13227,"48,712","50,868"
Pierce,Georgia,"Pierce, Georgia",13229,"36,889","39,979"
Pike,Georgia,"Pike, Georgia",13231,"41,710","44,311"
Polk,Georgia,"Polk, Georgia",13233,"33,470","36,190"
Pulaski,Georgia,"Pulaski, Georgia",13235,"31,876","34,636"
Putnam,Georgia,"Putnam, Georgia",13237,"45,402","48,498"
Rabun,Georgia,"Rabun, Georgia",13241,"41,317","44,160"
Randolph,Georgia,"Randolph, Georgia",13243,"33,565","37,204"
Richmond,Georgia,"Richmond, Georgia",13245,"38,663","41,999"
Rockdale,Georgia,"Rockdale, Georgia",13247,"36,434","40,051"
Schley,Georgia,"Schley, Georgia",13249,"33,278","35,588"
Screven,Georgia,"Screven, Georgia",13251,"34,880","37,694"
Seminole,Georgia,"Seminole, Georgia",13253,"45,837","48,082"
Spalding,Georgia,"Spalding, Georgia",13255,"35,579","38,792"
Stephens,Georgia,"Stephens, Georgia",13257,"37,417","40,153"
Stewart,Georgia,"Stewart, Georgia",13259,"22,591","25,041"
Sumter,Georgia,"Sumter, Georgia",13261,"37,011","40,387"
Talbot,Georgia,"Talbot, Georgia",13263,"35,033","38,621"
Taliaferro,Georgia,"Taliaferro, Georgia",13265,"36,923","36,860"
Tattnall,Georgia,"Tattnall, Georgia",13267,"28,462","30,222"
Taylor,Georgia,"Taylor, Georgia",13269,"32,157","33,630"
Telfair,Georgia,"Telfair, Georgia",13271,"20,826","22,644"
Terrell,Georgia,"Terrell, Georgia",13273,"41,393","44,976"
Thomas,Georgia,"Thomas, Georgia",13275,"45,470","49,443"
Tift,Georgia,"Tift, Georgia",13277,"38,346","42,279"
Toombs,Georgia,"Toombs, Georgia",13279,"35,912","40,041"
Towns,Georgia,"Towns, Georgia",13281,"40,105","42,908"
Treutlen,Georgia,"Treutlen, Georgia",13283,"28,946","31,899"
Troup,Georgia,"Troup, Georgia",13285,"37,461","40,920"
Turner,Georgia,"Turner, Georgia",13287,"36,111","39,281"
Twiggs,Georgia,"Twiggs, Georgia",13289,"40,913","44,686"
Union,Georgia,"Union, Georgia",13291,"38,294","39,839"
Upson,Georgia,"Upson, Georgia",13293,"36,600","39,391"
Walker,Georgia,"Walker, Georgia",13295,"33,883","36,157"
Walton,Georgia,"Walton, Georgia",13297,"42,588","44,977"
Ware,Georgia,"Ware, Georgia",13299,"33,737","37,306"
Warren,Georgia,"Warren, Georgia",13301,"36,015","39,545"
Washington,Georgia,"Washington, Georgia",13303,"35,889","39,151"
Wayne,Georgia,"Wayne, Georgia",13305,"31,927","34,877"
Wheeler,Georgia,"Wheeler, Georgia",13309,"18,944","21,087"
White,Georgia,"White, Georgia",13311,"36,814","38,858"
Whitfield,Georgia,"Whitfield, Georgia",13313,"40,622","43,456"
Wilcox,Georgia,"Wilcox, Georgia",13315,"28,621","29,895"
Wilkes,Georgia,"Wilkes, Georgia",13317,"41,337","42,093"
Wilkinson,Georgia,"Wilkinson, Georgia",13319,"37,209","40,158"
Worth,Georgia,"Worth, Georgia",13321,"36,250","39,102"
Hawaii,Hawaii,"Hawaii, Hawaii",15001,"42,551","46,281"
Honolulu,Hawaii,"Honolulu, Hawaii",15003,"59,329","62,793"
Kauai,Hawaii,"Kauai, Hawaii",15007,"50,967","54,089"
Ada,Idaho,"Ada, Idaho",16001,"54,506","57,215"
Adams,Idaho,"Adams, Idaho",16003,"39,154","41,066"
Bannock,Idaho,"Bannock, Idaho",16005,"38,595","41,272"
Bear Lake,Idaho,"Bear Lake, Idaho",16007,"42,115","46,370"
Benewah,Idaho,"Benewah, Idaho",16009,"39,409","42,803"
Bingham,Idaho,"Bingham, Idaho",16011,"37,758","42,541"
Blaine,Idaho,"Blaine, Idaho",16013,"116,542","117,681"
Boise,Idaho,"Boise, Idaho",16015,"42,821","45,422"
Bonner,Idaho,"Bonner, Idaho",16017,"42,190","44,751"
Bonneville,Idaho,"Bonneville, Idaho",16019,"52,881","54,601"
Boundary,Idaho,"Boundary, Idaho",16021,"37,189","39,272"
Butte,Idaho,"Butte, Idaho",16023,"43,651","51,370"
Camas,Idaho,"Camas, Idaho",16025,"51,540","53,373"
Canyon,Idaho,"Canyon, Idaho",16027,"34,640","37,611"
Caribou,Idaho,"Caribou, Idaho",16029,"41,449","48,595"
Cassia,Idaho,"Cassia, Idaho",16031,"46,027","51,149"
Clark,Idaho,"Clark, Idaho",16033,"41,440","47,615"
Clearwater,Idaho,"Clearwater, Idaho",16035,"35,730","39,140"
Custer,Idaho,"Custer, Idaho",16037,"43,698","48,718"
Elmore,Idaho,"Elmore, Idaho",16039,"39,539","42,033"
Franklin,Idaho,"Franklin, Idaho",16041,"36,580","40,495"
Gem,Idaho,"Gem, Idaho",16045,"39,663","42,561"
Gooding,Idaho,"Gooding, Idaho",16047,"59,569","68,597"
Idaho,Idaho,"Idaho, Idaho",16049,"35,343","39,182"
Jefferson,Idaho,"Jefferson, Idaho",16051,"36,926","40,288"
Jerome,Idaho,"Jerome, Idaho",16053,"38,003","42,332"
Kootenai,Idaho,"Kootenai, Idaho",16055,"46,762","48,953"
Latah,Idaho,"Latah, Idaho",16057,"41,442","43,944"
Lemhi,Idaho,"Lemhi, Idaho",16059,"43,160","47,981"
Lewis,Idaho,"Lewis, Idaho",16061,"48,762","54,918"
Lincoln,Idaho,"Lincoln, Idaho",16063,"40,318","45,593"
Madison,Idaho,"Madison, Idaho",16065,"28,436","30,838"
Minidoka,Idaho,"Minidoka, Idaho",16067,"40,939","46,743"
Nez Perce,Idaho,"Nez Perce, Idaho",16069,"46,305","50,550"
Oneida,Idaho,"Oneida, Idaho",16071,"38,399","43,117"
Owyhee,Idaho,"Owyhee, Idaho",16073,"38,606","42,616"
Payette,Idaho,"Payette, Idaho",16075,"41,274","44,312"
Power,Idaho,"Power, Idaho",16077,"42,421","52,807"
Shoshone,Idaho,"Shoshone, Idaho",16079,"36,063","40,953"
Teton,Idaho,"Teton, Idaho",16081,"41,258","43,521"
Twin Falls,Idaho,"Twin Falls, Idaho",16083,"41,092","44,112"
Valley,Idaho,"Valley, Idaho",16085,"50,329","52,298"
Washington,Idaho,"Washington, Idaho",16087,"36,515","40,050"
Adams,Illinois,"Adams, Illinois",17001,"47,593","51,779"
Alexander,Illinois,"Alexander, Illinois",17003,"37,560","43,272"
Bond,Illinois,"Bond, Illinois",17005,"38,008","41,745"
Boone,Illinois,"Boone, Illinois",17007,"48,062","51,066"
Brown,Illinois,"Brown, Illinois",17009,"36,759","41,094"
Bureau,Illinois,"Bureau, Illinois",17011,"42,352","47,081"
Calhoun,Illinois,"Calhoun, Illinois",17013,"43,234","47,665"
Carroll,Illinois,"Carroll, Illinois",17015,"44,351","50,871"
Cass,Illinois,"Cass, Illinois",17017,"41,180","48,079"
Champaign,Illinois,"Champaign, Illinois",17019,"45,591","49,187"
Christian,Illinois,"Christian, Illinois",17021,"42,155","46,873"
Clark,Illinois,"Clark, Illinois",17023,"41,993","46,560"
Clay,Illinois,"Clay, Illinois",17025,"39,623","45,559"
Clinton,Illinois,"Clinton, Illinois",17027,"48,033","51,095"
Coles,Illinois,"Coles, Illinois",17029,"42,106","45,967"
Cook,Illinois,"Cook, Illinois",17031,"65,817","69,935"
Crawford,Illinois,"Crawford, Illinois",17033,"46,662","50,986"
Cumberland,Illinois,"Cumberland, Illinois",17035,"73,276","80,116"
DeKalb,Illinois,"DeKalb, Illinois",17037,"41,918","45,555"
De Witt,Illinois,"De Witt, Illinois",17039,"46,742","53,339"
Douglas,Illinois,"Douglas, Illinois",17041,"51,099","55,721"
DuPage,Illinois,"DuPage, Illinois",17043,"76,331","79,127"
Edgar,Illinois,"Edgar, Illinois",17045,"41,635","48,411"
Edwards,Illinois,"Edwards, Illinois",17047,"40,659","45,295"
Effingham,Illinois,"Effingham, Illinois",17049,"50,707","54,838"
Fayette,Illinois,"Fayette, Illinois",17051,"36,244","40,786"
Ford,Illinois,"Ford, Illinois",17053,"51,927","58,512"
Franklin,Illinois,"Franklin, Illinois",17055,"37,648","41,625"
Fulton,Illinois,"Fulton, Illinois",17057,"38,014","42,264"
Gallatin,Illinois,"Gallatin, Illinois",17059,"42,731","48,856"
Greene,Illinois,"Greene, Illinois",17061,"35,876","42,437"
Grundy,Illinois,"Grundy, Illinois",17063,"59,397","61,862"
Hamilton,Illinois,"Hamilton, Illinois",17065,"43,371","48,255"
Hancock,Illinois,"Hancock, Illinois",17067,"44,482","51,388"
Hardin,Illinois,"Hardin, Illinois",17069,"37,228","40,720"
Henderson,Illinois,"Henderson, Illinois",17071,"41,304","48,805"
Henry,Illinois,"Henry, Illinois",17073,"46,088","51,103"
Iroquois,Illinois,"Iroquois, Illinois",17075,"44,138","51,824"
Jackson,Illinois,"Jackson, Illinois",17077,"37,345","40,297"
Jasper,Illinois,"Jasper, Illinois",17079,"41,157","48,090"
Jefferson,Illinois,"Jefferson, Illinois",17081,"40,141","44,163"
Jersey,Illinois,"Jersey, Illinois",17083,"42,742","46,828"
Jo Daviess,Illinois,"Jo Daviess, Illinois",17085,"48,547","53,399"
Johnson,Illinois,"Johnson, Illinois",17087,"36,561","39,793"
Kane,Illinois,"Kane, Illinois",17089,"52,654","55,976"
Kankakee,Illinois,"Kankakee, Illinois",17091,"42,857","46,988"
Kendall,Illinois,"Kendall, Illinois",17093,"50,577","53,998"
Knox,Illinois,"Knox, Illinois",17095,"39,567","44,921"
Lake,Illinois,"Lake, Illinois",17097,"82,580","85,159"
LaSalle,Illinois,"LaSalle, Illinois",17099,"45,403","49,292"
Lawrence,Illinois,"Lawrence, Illinois",17101,"30,565","35,878"
Lee,Illinois,"Lee, Illinois",17103,"42,167","47,249"
Livingston,Illinois,"Livingston, Illinois",17105,"44,840","52,100"
Logan,Illinois,"Logan, Illinois",17107,"37,131","41,682"
McDonough,Illinois,"McDonough, Illinois",17109,"37,675","41,685"
McHenry,Illinois,"McHenry, Illinois",17111,"57,126","60,097"
McLean,Illinois,"McLean, Illinois",17113,"49,760","54,639"
Macon,Illinois,"Macon, Illinois",17115,"48,151","52,196"
Macoupin,Illinois,"Macoupin, Illinois",17117,"41,715","45,948"
Madison,Illinois,"Madison, Illinois",17119,"48,261","51,433"
Marion,Illinois,"Marion, Illinois",17121,"42,636","46,966"
Marshall,Illinois,"Marshall, Illinois",17123,"45,100","51,165"
Mason,Illinois,"Mason, Illinois",17125,"40,716","47,178"
Massac,Illinois,"Massac, Illinois",17127,"39,601","44,089"
Menard,Illinois,"Menard, Illinois",17129,"46,531","51,028"
Mercer,Illinois,"Mercer, Illinois",17131,"46,961","53,966"
Monroe,Illinois,"Monroe, Illinois",17133,"58,637","61,366"
Montgomery,Illinois,"Montgomery, Illinois",17135,"35,771","40,180"
Morgan,Illinois,"Morgan, Illinois",17137,"39,832","43,763"
Moultrie,Illinois,"Moultrie, Illinois",17139,"68,682","69,297"
Ogle,Illinois,"Ogle, Illinois",17141,"46,704","50,110"
Peoria,Illinois,"Peoria, Illinois",17143,"50,668","54,609"
Perry,Illinois,"Perry, Illinois",17145,"37,749","41,366"
Piatt,Illinois,"Piatt, Illinois",17147,"54,025","59,952"
Pike,Illinois,"Pike, Illinois",17149,"40,887","47,052"
Pope,Illinois,"Pope, Illinois",17151,"29,451","33,286"
Pulaski,Illinois,"Pulaski, Illinois",17153,"37,776","43,533"
Putnam,Illinois,"Putnam, Illinois",17155,"64,023","66,839"
Randolph,Illinois,"Randolph, Illinois",17157,"37,946","41,919"
Richland,Illinois,"Richland, Illinois",17159,"41,737","46,318"
Rock Island,Illinois,"Rock Island, Illinois",17161,"44,418","48,492"
St. Clair,Illinois,"St. Clair, Illinois",17163,"46,124","49,646"
Saline,Illinois,"Saline, Illinois",17165,"40,205","44,321"
Sangamon,Illinois,"Sangamon, Illinois",17167,"49,380","52,891"
Schuyler,Illinois,"Schuyler, Illinois",17169,"43,995","49,505"
Scott,Illinois,"Scott, Illinois",17171,"40,736","47,152"
Shelby,Illinois,"Shelby, Illinois",17173,"39,898","45,745"
Stark,Illinois,"Stark, Illinois",17175,"42,358","51,267"
Stephenson,Illinois,"Stephenson, Illinois",17177,"43,106","46,534"
Tazewell,Illinois,"Tazewell, Illinois",17179,"48,302","51,920"
Union,Illinois,"Union, Illinois",17181,"43,107","48,028"
Vermilion,Illinois,"Vermilion, Illinois",17183,"39,696","44,533"
Wabash,Illinois,"Wabash, Illinois",17185,"43,194","47,543"
Warren,Illinois,"Warren, Illinois",17187,"40,489","47,232"
Washington,Illinois,"Washington, Illinois",17189,"48,131","53,789"
Wayne,Illinois,"Wayne, Illinois",17191,"38,950","44,127"
White,Illinois,"White, Illinois",17193,"48,700","52,223"
Whiteside,Illinois,"Whiteside, Illinois",17195,"44,170","48,757"
Will,Illinois,"Will, Illinois",17197,"54,456","57,700"
Williamson,Illinois,"Williamson, Illinois",17199,"45,418","48,625"
Winnebago,Illinois,"Winnebago, Illinois",17201,"43,972","47,404"
Woodford,Illinois,"Woodford, Illinois",17203,"52,845","56,797"
Adams,Indiana,"Adams, Indiana",18001,"39,986","42,452"
Allen,Indiana,"Allen, Indiana",18003,"47,828","50,327"
Bartholomew,Indiana,"Bartholomew, Indiana",18005,"53,268","55,804"
Benton,Indiana,"Benton, Indiana",18007,"41,575","48,450"
Blackford,Indiana,"Blackford, Indiana",18009,"38,529","41,561"
Boone,Indiana,"Boone, Indiana",18011,"77,641","80,314"
Brown,Indiana,"Brown, Indiana",18013,"49,687","51,505"
Carroll,Indiana,"Carroll, Indiana",18015,"43,243","46,792"
Cass,Indiana,"Cass, Indiana",18017,"40,398","44,305"
Clark,Indiana,"Clark, Indiana",18019,"45,231","48,210"
Clay,Indiana,"Clay, Indiana",18021,"38,246","41,941"
Clinton,Indiana,"Clinton, Indiana",18023,"39,760","43,027"
Crawford,Indiana,"Crawford, Indiana",18025,"34,790","38,276"
Daviess,Indiana,"Daviess, Indiana",18027,"44,086","47,919"
Dearborn,Indiana,"Dearborn, Indiana",18029,"50,207","52,778"
Decatur,Indiana,"Decatur, Indiana",18031,"44,414","48,033"
DeKalb,Indiana,"DeKalb, Indiana",18033,"46,467","48,937"
Delaware,Indiana,"Delaware, Indiana",18035,"38,153","40,948"
Dubois,Indiana,"Dubois, Indiana",18037,"56,927","59,524"
Elkhart,Indiana,"Elkhart, Indiana",18039,"46,845","49,875"
Fayette,Indiana,"Fayette, Indiana",18041,"41,537","45,375"
Floyd,Indiana,"Floyd, Indiana",18043,"57,236","60,233"
Fountain,Indiana,"Fountain, Indiana",18045,"40,541","44,685"
Franklin,Indiana,"Franklin, Indiana",18047,"47,405","51,316"
Fulton,Indiana,"Fulton, Indiana",18049,"43,186","46,613"
Gibson,Indiana,"Gibson, Indiana",18051,"45,743","48,976"
Grant,Indiana,"Grant, Indiana",18053,"40,647","43,997"
Greene,Indiana,"Greene, Indiana",18055,"41,210","44,437"
Hamilton,Indiana,"Hamilton, Indiana",18057,"78,343","80,426"
Hancock,Indiana,"Hancock, Indiana",18059,"52,151","55,084"
Harrison,Indiana,"Harrison, Indiana",18061,"43,675","46,468"
Hendricks,Indiana,"Hendricks, Indiana",18063,"51,614","55,169"
Henry,Indiana,"Henry, Indiana",18065,"39,833","43,016"
Howard,Indiana,"Howard, Indiana",18067,"42,409","44,945"
Huntington,Indiana,"Huntington, Indiana",18069,"42,630","45,969"
Jackson,Indiana,"Jackson, Indiana",18071,"44,568","47,673"
Jasper,Indiana,"Jasper, Indiana",18073,"45,113","48,987"
Jay,Indiana,"Jay, Indiana",18075,"37,883","42,194"
Jefferson,Indiana,"Jefferson, Indiana",18077,"44,456","48,068"
Jennings,Indiana,"Jennings, Indiana",18079,"41,770","45,380"
Johnson,Indiana,"Johnson, Indiana",18081,"50,596","53,081"
Knox,Indiana,"Knox, Indiana",18083,"44,926","49,156"
Kosciusko,Indiana,"Kosciusko, Indiana",18085,"48,877","51,687"
Lagrange,Indiana,"Lagrange, Indiana",18087,"42,717","45,115"
Lake,Indiana,"Lake, Indiana",18089,"45,974","49,229"
LaPorte,Indiana,"LaPorte, Indiana",18091,"43,065","46,274"
Lawrence,Indiana,"Lawrence, Indiana",18093,"42,567","45,897"
Madison,Indiana,"Madison, Indiana",18095,"39,410","42,283"
Marion,Indiana,"Marion, Indiana",18097,"56,383","59,264"
Marshall,Indiana,"Marshall, Indiana",18099,"42,204","45,277"
Martin,Indiana,"Martin, Indiana",18101,"40,169","44,160"
Miami,Indiana,"Miami, Indiana",18103,"35,442","37,669"
Monroe,Indiana,"Monroe, Indiana",18105,"44,014","46,693"
Montgomery,Indiana,"Montgomery, Indiana",18107,"41,060","44,415"
Morgan,Indiana,"Morgan, Indiana",18109,"45,667","47,894"
Newton,Indiana,"Newton, Indiana",18111,"40,954","46,215"
Noble,Indiana,"Noble, Indiana",18113,"41,496","44,436"
Ohio,Indiana,"Ohio, Indiana",18115,"41,514","44,555"
Orange,Indiana,"Orange, Indiana",18117,"38,167","41,640"
Owen,Indiana,"Owen, Indiana",18119,"41,570","45,143"
Parke,Indiana,"Parke, Indiana",18121,"37,924","41,554"
Perry,Indiana,"Perry, Indiana",18123,"37,905","40,140"
Pike,Indiana,"Pike, Indiana",18125,"41,612","44,603"
Porter,Indiana,"Porter, Indiana",18127,"54,814","57,654"
Posey,Indiana,"Posey, Indiana",18129,"51,656","54,646"
Pulaski,Indiana,"Pulaski, Indiana",18131,"44,831","50,558"
Putnam,Indiana,"Putnam, Indiana",18133,"38,575","41,404"
Randolph,Indiana,"Randolph, Indiana",18135,"39,095","44,027"
Ripley,Indiana,"Ripley, Indiana",18137,"43,024","46,992"
Rush,Indiana,"Rush, Indiana",18139,"46,328","49,889"
St. Joseph,Indiana,"St. Joseph, Indiana",18141,"48,244","51,141"
Scott,Indiana,"Scott, Indiana",18143,"38,776","41,981"
Shelby,Indiana,"Shelby, Indiana",18145,"45,153","48,628"
Spencer,Indiana,"Spencer, Indiana",18147,"45,829","47,890"
Starke,Indiana,"Starke, Indiana",18149,"35,468","38,910"
Steuben,Indiana,"Steuben, Indiana",18151,"45,556","48,032"
Sullivan,Indiana,"Sullivan, Indiana",18153,"36,583","39,903"
Switzerland,Indiana,"Switzerland, Indiana",18155,"32,559","35,647"
Tippecanoe,Indiana,"Tippecanoe, Indiana",18157,"39,533","41,446"
Tipton,Indiana,"Tipton, Indiana",18159,"47,072","50,127"
Union,Indiana,"Union, Indiana",18161,"39,613","43,626"
Vanderburgh,Indiana,"Vanderburgh, Indiana",18163,"47,499","50,033"
Vermillion,Indiana,"Vermillion, Indiana",18165,"37,996","41,997"
Vigo,Indiana,"Vigo, Indiana",18167,"39,100","41,895"
Wabash,Indiana,"Wabash, Indiana",18169,"42,942","46,847"
